ATT_ID,ATT_NAME_TH,ATT_NAME_EN,ATT_DETAIL_TH,ATT_DETAIL_EN,ATT_NEARBY_LOCATION,ATT_CATEGORY,ATT_TYPE,ATT_ADDRESS,ATT_ADDRESS_ALLEY,ATT_ADDRESS_ROAD,ATT_PROVINCE_ID,ATT_DISTRICT_ID,ATT_SUBDISTRICT_ID,ATT_REGION_ID,ATT_POSTCODE,ATT_TEL,ATT_EMAIL,ATT_START_END,ATT_FEE_TH,ATT_FEE_TH_KID,ATT_FEE_EN,ATT_FEE_EN_KID,ATT_ACTIVITY,ATT_HILIGHT,ATT_REWARD,ATT_SUITABLE_DURATION,ATT_MARKET_LIMITATION,ATT_MARKET_CHANCE,ATT_RULE,ATT_ACCESSIBILITY,ATT_LOCATION,ATT_FACILITIES_CONTACT,ATT_TRAVELER_PRE,ATT_WEBSITE,ATT_FACEBOOK,ATT_INSTAGRAM,ATT_TIKTOK,ATT_YOUTUBE,ATT_CREDIT,ATT_CASH,ATT_PAYMENT,ATT_REMARK,ATT_BOOKING_DETAIL,ATT_CREATED_BY,ATT_CREATED_DATE,ATT_UPDATED_BY,ATT_UPDATED_DATE,ATT_LINE,STATUS_DATA,ATT_STATUS,ATT_STATUS_REMARK,ATT_ACCESSIBILITY_OTHER,STAR_LEVEL,STAR_TYPE,STAR_DATE_START,STAR_DATE_END,SHA_LEVEL,SHA_TYPE,SHA_CODE,CF_HOTEL,REGION_NAME_TH,PROVINCE_NAME_TH,DISTRICT_NAME_TH,SUBDISTRICT_NAME_TH,ATT_CATEGORY_LABEL,ATT_TYPE_LABEL,STAR_TYPE_LABEL,SHA_LEVEL_LABEL,SHA_TYPE_LABEL,TTA_DATA
20260205154718001,สวนน้ำสกีบอร์ด,Phuket Water Ski Cable Way,,,,3,62,3,,วิชิตสงคราม ,1041,605,8969.0,1007,83120,084 321 4525,,9:00–18:00	,1500.0,,1500.0,,,,,,,,,,"7.9167551, 98.3439183",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์กีฬา/สนามกีฬาสถานที่ทางการกีฬาทางบก/ทางน้ำ/ทางอากาศ,,,,
20260205154409001,ศาลเจ้ากะทู้ (อ๊ามกะทู้),Kathu shrine,,,,2,36,37/1 หมู่ที่ 4 ,,วิชิตสงคราม ,1041,605,8969.0,1007,83120,076 202 245,,	09.00 น. - 16.00	,0.0,0.0,0.0,0.0,,,,,,,,,"7.916085099999999, 98.3458816",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),,,,
20260205154043001,ปางช้าง นพรัตน์ ,Nopparat Elephant Camp,,,,1,67,18/325 ม.6,,,1041,605,8969.0,1007,83120,0878960349	,,8:00–17:00		,2500.0,,2500.0,,,,,,,,,,"7.909937500000001, 98.3233125",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวทางธรรมชาติ,สวนสัตว์/ศูนย์ฝึกสัตว์/พิพิธภัณฑ์สัตว์,,,,
20260205152948001,ภูเก็ต เซอร์คัส,Phuket Circus,,,,3,71,"2, 157",,พระภูเก็ตแก้ว,1041,605,8969.0,1007,83120,0626615661	,,"14:30 - 15:30 
19:30- 20:30	


",650.0,,1000.0,,,,,,,,,,"7.9111875, 98.34256250000001",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,โรงละคร/โรงมหรสพ (โชว์),,,,
20260205152032001,ฟลายอิ้งหนุมาน ซิปไลน์,Flying Hanuman,,,	,3,68,89/16,น้ำตกกระทู้,,1041,605,8969.0,1007,83120,0819792332,,8:00–18:00	,2500.0,,,,,,,,,,,,"7.9245625, 98.32281250000001",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสนุก/สวนน้ำ,,,,
20260205151627001,พิพิธภัณฑ์เหมืองดีบุกภูเก็ต,Phuket Mining Museum,,,ใกล้กับสนามกอล์ฟล็อคปาล์ม,2,35,,,ถนนเหมืองท่อสูง ,1041,605,8969.0,1007,83120,076322137	,,"จ.-ส. 09:00 - 16:00 น., อ. 10:00 - 16:00 น.	",50.0,200.0,100.0,50.0,,,,,,,,,"7.9333375, 98.3494844",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์,,,,
20260205151138001,ป่าตองโกคาร์ท สปีดเวย์,Patong Go-Kart Speedway co.Ltd,,,,3,68,118/5,,วิชิตสงคราม,1041,605,8969.0,1007,83120,076321949	,,10:00 – 19:00	,1000.0,,,,,,,,,,,,"7.906812500000001, 98.32943750000001",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสนุก/สวนน้ำ,,,,
20260205150233001,ปางช้างต้นไทร เอเลเฟ่นท์ แคร์ แคมป์ ภูเก็ต,Tonsai Elephant Sanctuary Park Patong,,,,1,67,322 ,พระบารมี 8,,1041,605,8970.0,1007, 8315,0950364454,,8:30–17:00,2500.0,,,,,,,,,,,,"7.9175625, 98.2934375",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,ป่าตอง,แหล่งท่องเที่ยวทางธรรมชาติ,สวนสัตว์/ศูนย์ฝึกสัตว์/พิพิธภัณฑ์สัตว์,,,,
20260205145748001,ถนนสีรุ้ง ถนนหาดป่าตอง,Rainbow Street Art,,,ถนนหาดป่าตอง เชื่อมระหว่างถนนทวีวงศ์ (หน้าหาด) กับถนนราชอุทิศ 200 ปี,3,73,,,,1041,605,8970.0,1007,,-,,24 ชั่วโมง,,,,,,,,,,,,,"7.899835599999999, 98.2984793",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,ป่าตอง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน,,,,
20260205145437001,ถนนคนเดินบางลา,Patong Beach Bangla Walking Street,,,,3,73,,,บางลา,1041,605,8970.0,1007,,-,,6?PM–2?AM,,,,,,,,,,,,,"7.8935457, 98.2968022",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,ป่าตอง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน,,,,
20260205144938001,ซิปไลน์แม็กซ์,Ziplinemax,,,,3,62,46/123, ซอยโกคาส  หมู่6 ,,1041,605,8970.0,1007,,0930195999,,9:00–17:00,2000.0,,,,,,,,,,,,"7.9093125, 98.3203125",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,ป่าตอง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์กีฬา/สนามกีฬาสถานที่ทางการกีฬาทางบก/ทางน้ำ/ทางอากาศ,,,,
20260205142623001,คิดส์ แอนด์ ฟัน เพลย์กราวด์,Kids and Fun Playground,,,,3,68,,,,1041,605,8969.0,1007,83120,0918213118,,9:30–19:00	 ปิดทุก วันอังคาร,50.0,250.0,,,,,,,,,,,"7.9089375, 98.3565625",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,กะทู้,กะทู้,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสนุก/สวนน้ำ,,,,
20260205141153001,ชาร์ม มาสสาจ,Charm Massage,,,,3,74,81,,พังงา,1041,604,8961.0,1007,83000,0822919262,,10:00 - 22:00	,,,,,,,,,,,,,"7.883687500000001, 98.3895625",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205140908001,คิม มาสสาจ แอนด์ สปา ห้างสรรพสินค้าลามไลท์,Kim's Massage & Spa Limelight avenue Phuket town,,,		,3,74,2/23 Limelight Avenue,, ติลกอุทิศ ,1041,604,8961.0,1007,83000,0819780020,,11:00 - 22:00,,,,,,,,,,,,,"7.886687500000001, 98.3919375",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205140657001,คิม มาสสาจ แอนด์ สปา ถลาง,Kim's Massage & Spa 12 Old Town Thalang Road	,,,,3,74,36,, ถลาง,1041,604,8961.0,1007,83000,076530300,,10:30 - 22:00,,,,,,,,,,,,,"7.884687500000001, 98.3884375",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205140430001,คลาย มาสสาจ แอนด์ สปา 1,Kim's Massage & Spa 1,,,,3,74,15,, ถนน ถาวรว่องวงศ์ ,1041,604,8961.0,1007,83000,0812712404,,10:30 - 22:30	,,,,,,,,,,,,,"7.8780625, 98.3944375",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205140222001,คลาย มาสสาจ ถ.พังงา,"Kynd Massage : Phuket Old Town, Phangnga Road",,,,3,74,28 ,,ถ. พังงา ,1041,604,8961.0,1007,83000,0906662969,,11:00 - 21:00	,,,,,,,,,,,,,"7.883687500000001, 98.3889375",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205140016001,คลาย มาสสาจ ถ.ถลาง,"Kynd Massage : Phuket Old Town, Thalang Road",,,,3,74,112 ,, ถลาง ,1041,604,8961.0,1007, 8300,0929456250,,11:00 - 21:00,,,,,,,,,,,,,"7.884562499999999, 98.3900625",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205135717001,คลับ เอเชีย ฟิตเนส,Club Asia Fitness,,,,3,74,"154 ชั้น 3 โรงแรมรอยัลภูเก็ตซิตี้,", ,ถ. พังงา ,1041,604,8961.0,1007,83000,076354027,,06:00 - 22:00,,,,,,,,,,,,,"7.883062499999999, 98.39468749999999",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205135231001,กานดา มาสสาจ แอนด์ บิวตี้,Kanda Massage & Beauty,,,,1,74,5 19 ,ซอย สุรินทร์ ,,1041,604,8961.0,1007,,0925512599,,10:30 - 22:30	,,,,,,,,,,,,,"7.879937499999999, 98.3930625",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวทางธรรมชาติ,สุขภาพและความงาม,,,,
20260205134604001,กรทอง นวดเพื่อสุขภาพ 2,Kornthong 2 massage,,,183 20 ถ. พังงา ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต 83000,3,74,,,,1041,604,8961.0,1007,,095 628 5534,,10:00 - 00:00,,,,,,,,,,,,,"7.8833125, 98.3956875",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205133946001,กรทอง นวดเพื่อสุขภาพ,Korn thong massage,,,188 ถ. ภูเก็ต ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต 83000,3,74,,,,1041,604,8961.0,1007,,0956285534,,10:00 - 00:00,,,,,,,,,,,,,"7.881812500000001, 98.3911875",,,,,,,,,,,,,tatphuket@tat.or.th,2/5/2026,tatphuket@tat.or.th,2/5/2026,,1,1,,,,,,,,,,,ภาคใต้,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
20260205133420001,กายา บาย โอเอซิสสปา ,GAAYA by Oasis Spa,กายา บาย โอเอซิส สปา ตั้งอยู่ในซอยสุขุมวิท 39 ย่านพร้อมพงษ์ กรุงเทพฯ เป็นสปาหรูที่มอบประสบการณ์การผ่อนคลายอย่างครบวงจร ด้วยการผสมผสานระหว่างศิลปะการนวดแบบไทยโบราณและแนวคิดร่วมสมัยสไตล์มินิมอล เหมาะสำหรับผู้ที่ต้องการปลดปล่อยความเหนื่อยล้าและฟื้นฟูพลังชีวิต บริการของที่นี่ครอบคลุมตั้งแต่นวดน้ำมันอโรม่า การนวดคลายความตึงเครียดสำหรับผู้ที่ทำงานหนัก รวมถึงทรีตเมนต์บำรุงผิวหน้าที่ช่วยให้ผิวเนียนนุ่มและสดชื่นยิ่งขึ้น สปามีห้องทรีตเมนต์ส่วนตัวหลายห้อง ตกแต่งอย่างอบอุ่น สะอาด และร่มรื่น พร้อมพื้นที่พักผ่อนให้ลูกค้าจิบเครื่องดื่มสมุนไพรหรือชาร้อนหลังนวด ทุกขั้นตอนถูกออกแบบมาเพื่อสร้างความสงบทั้งร่างกายและจิตใจ ทำให้การมาเยือนกายา บาย โอเอซิส สปาไม่ใช่เพียงแค่การนวด แต่เป็นประสบการณ์การพักผ่อนระดับพรีเมียมที่ช่วยเติมพลังและชาร์จความสดชื่นให้กับชีวิตอย่างแท้จริง,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Kaya by Oasis Spa, located in Soi Sukhumvit 39 in the Phrom Phong area of Bangkok, is a luxury spa offering a comprehensive relaxation experience. It combines traditional Thai massage techniques with a contemporary minimalist design, creating a serene environment for both body and mind. The spa offers a wide range of services, including aromatic oil massages, stress-relief treatments for overworked professionals, and facial treatments that leave the skin soft, refreshed, and rejuvenated. With multiple private treatment rooms, warm and tranquil decor, and a relaxation area where guests can enjoy herbal drinks or hot tea after their session, every detail is designed to promote complete relaxation. Visiting Kaya by Oasis Spa is more than just a massage&mdash;it is a premium wellness experience that recharges your energy and restores balance, leaving you revitalized and renewed.",,3,74,47/7-8 ,ซอยสุขุมวิท 39 (ย่านพร้อมพงษ์) ,,1001,285,1157.0,1002,10110,0 2262 2133,res@gaayaspa.com.,เปิดบริการทุกวัน ตั้งแต่เวลา 10:00 น. ถึง 22:00 ,,,,,,,,,,,,,"13.7357793, 100.5715606",,,https://oasisspa.net/en/,https://www.facebook.com/gaayaspabyoasis/,https://www.instagram.com/gaayabyoasis/,,,y,y,y,,,sawittree.maha@tat.or.th,2/5/2026,sawittree.maha@tat.or.th,2/5/2026,@gaaya,1,1,,,,,,,,,,,ภาคกลาง,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สุขภาพและความงาม,,,,
